WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Freq,LogFreq,Modality,AnyPositive,AllEqual
fund-raising__a,0.022695818,-0.004661944,-0.141370328,0,-0.026227131,fund-raising,a,NA,NA,Visual,yes,no
seamlessly__r,-0.017718558,-0.027725223,0.015068851,0,0.058321874,seamlessly,r,5,0.698970004,Haptic,yes,no
fund-raising__n,-0.005284523,-0.005041717,0,0,-0.043652495,fund-raising,n,NA,NA,Gustatory,no,no
investigator__n,0.032084708,0.035968082,-0.119297851,-0.074005576,-0.014581279,investigator,n,311,2.492760389,Auditory,yes,no
members__n,0,0.076126027,0,0,-0.005035245,members,n,1224,3.087781418,Auditory,yes,no
hitting__n,0,-0.021678244,0.048928065,0,0.070944209,hitting,n,1200,3.079181246,Haptic,yes,no
fiberglass__n,0.076126452,-0.022834939,-0.006426315,0,0,fiberglass,n,24,1.380211242,Visual,yes,no
ward__v,0,-0.024476031,0.06759871,0,0,ward,v,727,2.861534411,Gustatory,yes,no
vend__v,-0.066729446,0.056452639,0,0,-0.021747267,vend,v,NA,NA,Auditory,yes,no
lesser__a,-0.008607891,-0.065355517,-0.009650648,0,0.016084381,lesser,a,137,2.136720567,Haptic,yes,no
spite__n,-0.086151486,0.020483527,-0.033422344,0,0.014208038,spite,n,388,2.588831726,Auditory,yes,no
ward__n,-0.032131627,-0.014730785,0.002242502,0,0.024412008,ward,n,727,2.861534411,Haptic,yes,no
thaw__n,0.061102728,0,0.057701114,0,0,thaw,n,81,1.908485019,Visual,yes,no
preschool__a,0.015925642,-0.01173128,-0.034093299,0,-0.094351022,preschool,a,61,1.785329835,Visual,yes,no
home__r,0.003082682,0.004454361,-0.010413613,-0.123220351,0.020822469,home,r,39491,4.596498131,Haptic,yes,no
home__n,-0.027908889,-0.031824025,0.011530461,-0.076481155,0.040791465,home,n,39491,4.596498131,Haptic,yes,no
tray__n,0.023687242,-0.139796019,0.078398035,0,0.008476488,tray,n,410,2.612783857,Gustatory,yes,no
drab__a,0.116754694,0,0,0,-0.078197575,drab,a,41,1.612783857,Visual,yes,no
struggle__v,-0.007958664,-0.015507112,-0.006929682,-0.059939358,0.004468002,struggle,v,682,2.833784375,Haptic,no,no
mostly__r,0.014326718,-0.038176632,0.005145437,-0.096709014,-0.01064114,mostly,r,1330,3.123851641,Visual,yes,no
struggle__n,-0.010138877,-0.019258395,-0.021119101,0.051114109,-0.009305133,struggle,n,682,2.833784375,Olfactory,yes,no
red-light__a,0.032570392,-0.005317779,0,0,0,red-light,a,NA,NA,Visual,yes,no
cucumberish__a,0.120700492,0,0,0,0,cucumberish,a,NA,NA,Visual,yes,no
incapacitate__v,0.030968743,0,0,0,0.029489624,incapacitate,v,11,1.041392685,Visual,yes,no
speeding__a,-0.005846699,-0.035705861,0,0,0.043181121,speeding,a,254,2.404833717,Haptic,yes,no
trout__n,0.005211937,-0.090826932,0.160673445,-0.007882827,-0.043309272,trout,n,205,2.311753861,Gustatory,yes,no
osh__n,0,0.047635999,0,0,0.035865088,osh,n,NA,NA,Auditory,yes,no
winnings__n,0.00728274,-0.022834939,0.021146729,0,-0.013977982,winnings,n,90,1.954242509,Gustatory,yes,no
sun-dried__a,-0.031941573,-0.041948238,0.155955288,0,0,sun-dried,a,NA,NA,Gustatory,yes,no
smallmouth__a,0.014218718,0,0,0,0.012829855,smallmouth,a,NA,NA,Visual,yes,no
ramp__n,-0.011205949,-0.005956166,-0.009248336,0.067891416,-0.004130181,ramp,n,147,2.167317335,Olfactory,yes,no
banner__n,0.002807346,-0.016640936,-0.031987448,-0.019834571,-0.016451,banner,n,302,2.480006943,Visual,no,no
lo__a,0,0,0.06759871,0,0,lo,a,397,2.598790507,Gustatory,yes,no
skin__n,0.068743287,-0.056345675,0.078497946,-0.025922095,-0.02913687,skin,n,2246,3.351409752,Gustatory,yes,no
skin__v,0,0,0.118662345,0,0,skin,v,2246,3.351409752,Gustatory,yes,no
investi__a,0,0.086707279,0,0,0,investi,a,NA,NA,Auditory,yes,no
retention__n,-0.011053478,0.006106793,0,0,0,retention,n,14,1.146128036,Auditory,no,no
parasite__n,-0.043478381,-0.005858653,0.073214477,0,-0.017110039,parasite,n,126,2.100370545,Gustatory,yes,no
register__v,0.134902903,-0.05199991,-0.061478942,0,-0.07448752,register,v,561,2.748962861,Visual,yes,no
winemaker__n,0.038437055,-0.058880157,-0.035763587,0,-0.017203082,winemaker,n,9,0.954242509,Visual,yes,no
typify__v,-0.003646382,0.013719446,0.029141027,0,0,typify,v,3,0.477121255,Gustatory,yes,no
bucolic__a,0.037292494,0,0.04207089,0,0,bucolic,a,7,0.84509804,Gustatory,yes,no
register__n,0.013521972,-0.010240625,0,0,-0.016625675,register,n,561,2.748962861,Visual,yes,no
southwest__a,-0.015941054,-0.010770083,0,0,-0.008906562,southwest,a,175,2.243038049,Gustatory,no,no
southwest__n,-0.029702807,-0.040499374,0.016936398,0.154130256,0.047158213,southwest,n,175,2.243038049,Olfactory,yes,no
parachute__v,0.025199297,-0.059813338,0.046860795,0,0.010463541,parachute,v,162,2.209515015,Gustatory,yes,no
transparent__a,0.053737254,0.028124286,-0.07145719,0,-0.02422661,transparent,a,92,1.963787827,Visual,yes,no
trio__n,-0.001247255,-0.067754217,-0.081846327,0.055749671,-0.073243237,trio,n,66,1.819543936,Olfactory,yes,no
shoulder__v,-0.032917728,-0.043574686,0.092091546,0.130644639,-0.068156852,shoulder,v,1336,3.125806458,Olfactory,yes,no
best-of-seven__a,-0.091117063,-0.176296935,0.035440397,0,0.065282292,best-of-seven,a,NA,NA,Haptic,yes,no
shoulder__n,-0.027977335,-0.064974721,0.191394255,-0.049500648,-0.005591652,shoulder,n,1336,3.125806458,Gustatory,yes,no
innate__a,0,0.007154206,0,0,-0.030718524,innate,a,39,1.591064607,Auditory,no,no
silk__n,0.064965077,-0.12962847,-0.027491349,0,-0.015490026,silk,n,499,2.698100546,Visual,yes,no
libertarian__n,0,-0.035705861,0,0,0.052274439,libertarian,n,4,0.602059991,Haptic,yes,no
libertarian__a,-0.007659687,0.030966337,0,0,0.01081579,libertarian,a,4,0.602059991,Auditory,yes,no
silk__a,0.028386177,-0.00918181,-0.049049746,0,-0.038859492,silk,a,499,2.698100546,Visual,yes,no
hands-on__a,-0.072862801,0.03549174,-0.004355155,0,-0.040752409,hands-on,a,NA,NA,Auditory,yes,no
memorialize__v,0,-0.027725223,0,0,0.058321874,memorialize,v,7,0.84509804,Haptic,yes,no
acme__n,0.063326045,0,0.06759871,0,0,acme,n,64,1.806179974,Gustatory,yes,no
good-faith__a,0.084271609,-0.015360976,0,0,0.013450746,good-faith,a,NA,NA,Visual,yes,no
poshest__a,0.065709471,0.055702807,0,0,0,poshest,a,NA,NA,Visual,yes,no
scraping__n,-0.011053478,0.056215009,0.050088461,0,0,scraping,n,118,2.071882007,Auditory,yes,no
environment__n,0.003512026,0.004940198,-0.023825922,-0.098033992,-0.037491578,environment,n,652,2.814247596,Auditory,no,no
demonize__v,0.103031606,0.009807334,0,0,0,demonize,v,6,0.77815125,Visual,yes,no
puppeteer__n,-0.014469367,0,0,0,0.011453066,puppeteer,n,63,1.799340549,Haptic,yes,no
off-white__a,0.114562474,0,0,0,0,off-white,a,NA,NA,Visual,yes,no
poet__n,-0.039222794,0.015393746,0,0,-0.008219844,poet,n,470,2.672097858,Auditory,yes,no
collar__n,0.046492296,-0.03538899,0.082861953,0,-0.013284493,collar,n,536,2.72916479,Gustatory,yes,no
zeitgeist__n,0,0,0,0,0.083306391,zeitgeist,n,6,0.77815125,Haptic,yes,no
track__n,-0.007625012,-0.010913394,-0.027114792,-0.040759515,0.017894814,track,n,2843,3.45377686,Haptic,yes,no
cultivar__n,0.094278698,0,0,0,0,cultivar,n,2,0.301029996,Visual,yes,no
capable__a,-0.008236316,0.001841681,-0.026970529,-0.053039511,0.014393291,capable,a,1062,3.026124517,Haptic,yes,no
visibility__n,0.013155849,0.001724194,-0.035844022,0,-0.071674226,visibility,n,61,1.785329835,Visual,yes,no
tomsk__n,0,0,0,0,0.097257348,tomsk,n,NA,NA,Haptic,yes,no
track__v,0.133605407,-0.045004438,-0.065959126,-0.067335675,-0.071842801,track,v,2843,3.45377686,Visual,yes,no
ceramic__a,0.029608156,-0.075452533,0.014155242,0,-0.040938104,ceramic,a,62,1.792391689,Visual,yes,no
confection__n,0,0,0.145065994,0,0,confection,n,9,0.954242509,Gustatory,yes,no
access__v,-0.043214469,-0.012713852,-0.042968882,0,0.036030672,access,v,1615,3.208172527,Haptic,yes,no
thumbs-up__n,0,0.086707279,0,0,0.045162357,thumbs-up,n,NA,NA,Auditory,yes,no
ceramic__n,0.042909568,-0.041239975,-0.042702543,0,-0.076878815,ceramic,n,62,1.792391689,Visual,yes,no
beware__v,0,0.001871507,-0.047827781,0,-0.082004053,beware,v,292,2.465382851,Auditory,no,no
unreported__a,0.037292494,-0.000723183,0.04207089,0,0,unreported,a,9,0.954242509,Gustatory,yes,no
somewhere__r,-0.015932904,0.014501556,-0.046567409,0,0.021366895,somewhere,r,5688,3.754959588,Haptic,yes,no
ditto__n,0.006357126,-0.003927238,0,0,0.025114135,ditto,n,85,1.929418926,Haptic,yes,no
explanation__n,-0.024126356,-0.027039142,-0.017707923,-0.007119599,-0.023375176,explanation,n,1023,3.009875634,Olfactory,no,no
go-to__a,0.012271865,0.017635128,0,0,0.01081579,go-to,a,NA,NA,Auditory,yes,no
upsetting__a,0,-0.003208189,0.128192581,0,-0.040602587,upsetting,a,218,2.338456494,Gustatory,yes,no
detection__n,0.01345784,0.014906475,-0.023746529,0,-0.044693588,detection,n,85,1.929418926,Auditory,yes,no
deveined__a,0,0,0.128981688,0,0,deveined,a,NA,NA,Gustatory,yes,no
ditto__a,0.025343722,0.015337058,0,0,0,ditto,a,85,1.929418926,Visual,yes,no
heating__n,-0.013211534,-0.024573998,-0.006444709,0,0.016373997,heating,n,137,2.136720567,Haptic,yes,no
lovingly__r,0.043393186,0.007837094,0,0,0.030338017,lovingly,r,46,1.662757832,Visual,yes,no
internet-assisted__a,0,0,0,0,0.097257348,internet-assisted,a,NA,NA,Haptic,yes,no
crowd-pleaser__n,0.033224581,0.038919442,0,0,0.031768506,crowd-pleaser,n,NA,NA,Auditory,yes,no
visit__v,-0.009002492,-0.011486479,-0.040946498,-0.024081142,-0.037210418,visit,v,2993,3.476106717,Visual,no,no
elderly__a,-0.007859335,-0.008555388,-0.053326925,0,0.007781108,elderly,a,209,2.320146286,Haptic,no,no
shopping__n,-0.048628002,-0.057068846,0.020276447,0,-0.03686591,shopping,n,1530,3.184691431,Gustatory,yes,no
ill-tempered__a,0,0,0.127220088,0,0,ill-tempered,a,NA,NA,Gustatory,yes,no
facet__n,0.025199297,-0.033721857,0.046860795,0,0,facet,n,13,1.113943352,Gustatory,yes,no
visit__n,-0.007690538,-0.005956999,-0.039159825,-0.085343244,-0.023668698,visit,n,2993,3.476106717,Auditory,no,no
awe__n,0.038626959,0.015157642,0,0,-0.015195531,awe,n,134,2.127104798,Visual,yes,no
unveil__v,-0.049097791,-0.044226854,-0.061333955,0,-0.030326974,unveil,v,38,1.579783597,Olfactory,no,no
cloning__n,0,0.006106793,0,0,0,cloning,n,57,1.755874856,Auditory,no,no
glucose__n,0.018494052,-0.027399519,0.037000608,0,-0.018542562,glucose,n,73,1.86332286,Gustatory,yes,no
radius__n,0,0.059211809,0.060630919,0,0,radius,n,224,2.350248018,Gustatory,yes,no
wash__v,-0.003235337,-0.049079495,0.073165641,0.037900628,-0.006898735,wash,v,2077,3.317436497,Gustatory,yes,no
install__v,-0.010919336,-0.060794767,-0.050026946,0,-0.027039325,install,v,138,2.139879086,Olfactory,no,no
appendage__n,0.074964391,0,0,0,0,appendage,n,21,1.322219295,Visual,yes,no
wash__n,-0.006537998,-0.030293892,0.052397021,0.040007308,-0.035118183,wash,n,2077,3.317436497,Gustatory,yes,no
brother-in-law__n,-0.003934219,0.030133727,-0.017491572,0,0.015559466,brother-in-law,n,NA,NA,Auditory,yes,no
block__n,-0.000622753,-0.020705457,-0.021940385,0,0.008063935,block,n,2067,3.315340477,Haptic,no,no
portray__v,-0.002054833,-0.033439586,-0.019607925,0,-0.016646839,portray,v,43,1.633468456,Olfactory,no,no
pronounced__a,-0.016799208,-0.098739134,-0.055945061,0,-0.007302539,pronounced,a,152,2.181843588,Olfactory,no,no
warmly__r,-0.031050147,0.006410936,0,0,-0.032477553,warmly,r,24,1.380211242,Auditory,no,no
next-door__a,0.01954918,0.009542516,0,0,0.018160317,next-door,a,NA,NA,Visual,yes,no
indisputable__a,0,0.004212054,0,0,0.040937285,indisputable,a,10,1,Haptic,yes,no
rib-cage__a,0.004688885,-0.005317779,0.037476294,0,0.051853905,rib-cage,a,NA,NA,Haptic,yes,no
splitting__a,0.014906821,0,0,0,-0.033330436,splitting,a,203,2.307496038,Visual,yes,no
buttress__v,0.036681632,0,0.030551283,0,0,buttress,v,2,0.301029996,Visual,yes,no
nature__n,-0.053560281,-0.057037884,0.192909102,-0.136322925,-0.084811415,nature,n,2303,3.362293938,Gustatory,yes,no
rub__n,0,0,0.081540385,0,0.018160317,rub,n,788,2.896526217,Gustatory,yes,no
lace-up__a,0,0.036544555,0,0,0,lace-up,a,NA,NA,Auditory,yes,no
headfirst__n,-0.003646382,0.013719446,0.029141027,0,-0.005035245,headfirst,n,16,1.204119983,Gustatory,yes,no
earthen__a,0,0.047635999,0.04207089,0,0,earthen,a,3,0.477121255,Auditory,yes,no
rub__v,-0.012391991,-0.063352124,0.103520665,0.000281902,-0.025368462,rub,v,788,2.896526217,Gustatory,yes,no
unsuccessfully__r,-0.001247255,0.029744302,-0.081846327,0,0.009859502,unsuccessfully,r,10,1,Auditory,yes,no
acting__n,0.00639891,0.019187288,0,0,0.041985409,acting,n,2675,3.427323786,Haptic,yes,no
acting__a,-0.043861778,0.048117853,-0.025548809,0,-0.018699489,acting,a,2675,3.427323786,Auditory,yes,no
auditorium__n,0.02219789,-0.019235342,-0.066986033,0,-0.057663791,auditorium,n,80,1.903089987,Visual,yes,no
honk__v,0.013927736,0.088249148,-0.054844288,0,-0.017110039,honk,v,122,2.086359831,Auditory,yes,no
memorial__n,0.009093188,-0.022495858,-0.02518442,0,0.013746666,memorial,n,360,2.556302501,Haptic,yes,no
beatles__n,-0.01689359,-0.011991899,-0.029486659,0,0.01024926,beatles,n,153,2.184691431,Haptic,yes,no
precipitation__n,0.038850654,0,0,0,0.04749817,precipitation,n,15,1.176091259,Haptic,yes,no
capella__n,0.025343722,0.064473463,0,0,0,capella,n,7,0.84509804,Auditory,yes,no
infection__n,-0.04636452,-0.028348887,0.006364797,0.021858029,0.007108373,infection,n,446,2.649334859,Olfactory,yes,no
autumnal__a,0.013521972,-0.070636322,-0.027842249,0,-0.001062786,autumnal,a,8,0.903089987,Visual,yes,no
remodel__v,0.000401777,-0.009882586,0.006176298,0,0,remodel,v,39,1.591064607,Gustatory,no,no
knee-wobbling__a,0.046551219,0,0.079338628,0,0.045162357,knee-wobbling,a,NA,NA,Gustatory,yes,no
tassel__n,0.094278698,0,0,0,0.012829855,tassel,n,27,1.431363764,Visual,yes,no
faraway__a,0.048238771,-0.022834939,0,0,0.021744884,faraway,a,93,1.968482949,Visual,yes,no
new-look__a,0.042816718,-0.030823234,0,0,-0.022205432,new-look,a,NA,NA,Visual,yes,no
cotton__n,0.046846927,-0.118777764,0.011139393,0,0.004201522,cotton,n,723,2.859138297,Visual,yes,no
two-and-a-half__a,-0.026611111,0,0,0,-0.027999974,two-and-a-half,a,NA,NA,Auditory,no,no
grandmother__n,0.007404766,0.014629175,-0.008589379,0,0.010433565,grandmother,n,1417,3.15136985,Auditory,yes,no
flap__v,-0.058943613,0.080706968,0.020972169,0,-0.014858035,flap,v,135,2.130333768,Auditory,yes,no
comic__a,0.001884789,0.016187917,-0.076158592,0,-0.050521453,comic,a,552,2.741939078,Auditory,yes,no
rung__n,0.003068869,0.001871507,-0.021403685,0,0.028199244,rung,n,71,1.851258349,Haptic,yes,no
comic__n,0.007267839,-0.040499374,0.016936398,0.069691397,-0.031201303,comic,n,552,2.741939078,Olfactory,yes,no
anglo__n,0.069979672,0,0,0,0.003300023,anglo,n,6,0.77815125,Visual,yes,no
augment__v,0,0.030133727,0.031441349,0,-0.078197575,augment,v,19,1.278753601,Gustatory,yes,no
political__a,-0.014101909,0.002839278,-0.062455183,-0.034069156,-0.040670508,political,a,1115,3.047274867,Auditory,no,no
finishing__a,0.07551536,-0.006969664,0,0,-0.025165707,finishing,a,403,2.605305046,Visual,yes,no
antiquate__v,0,0,0.118431102,0,0,antiquate,v,NA,NA,Gustatory,yes,no
stomach-turning__a,0.04784308,0.037558717,0,0,0.046415675,stomach-turning,a,NA,NA,Visual,yes,no
rise__v,0.165555224,-0.095801442,-0.040360942,-0.062017881,-0.090242756,rise,v,1399,3.145817714,Visual,yes,no
reevaluate__v,0.025343722,0.015337058,0,0,0.052371023,reevaluate,v,19,1.278753601,Haptic,yes,no
rise__n,-0.012469415,-0.043940789,-0.020713769,-0.051216595,-0.025827144,rise,n,1399,3.145817714,Visual,no,no
houston-area__a,0,0,0.101230305,0.20909084,0,houston-area,a,NA,NA,Olfactory,yes,no
sinkhole__n,0.009283481,0,0,0,0.035865088,sinkhole,n,16,1.204119983,Haptic,yes,no
nose-to-the-glass__a,0,0,0,0,0.100611126,nose-to-the-glass,a,NA,NA,Haptic,yes,no
patience__n,-0.003816587,-0.006835471,0.004582603,0,0.006473386,patience,n,784,2.894316063,Haptic,no,no
wellness__n,0.044571335,0,0.078945464,0,0,wellness,n,21,1.322219295,Gustatory,yes,no
new-car__n,0,0.015337058,0.058131131,0.19572713,0,new-car,n,NA,NA,Olfactory,yes,no
million-member__a,0.090117094,-0.055776028,0,0,0,million-member,a,NA,NA,Visual,yes,no
spitting__n,0,0,0.050088461,0,0,spitting,n,202,2.305351369,Gustatory,yes,no
grave__a,-0.000859484,0.028500958,-0.0514284,0,-0.060228936,grave,a,1340,3.127104798,Auditory,yes,no
pinpoint__v,-0.065445868,-0.030709816,-0.005813393,0,-0.040938104,pinpoint,v,92,1.963787827,Olfactory,no,no
grave__n,0.012530777,-0.024120712,-0.127635614,0.101888796,0.007681641,grave,n,1340,3.127104798,Olfactory,yes,no
jeeves__n,0,0.07514872,0,0,0.018160317,jeeves,n,NA,NA,Auditory,yes,no
corpus__n,0.020024728,-0.058735142,-0.014753474,0,0,corpus,n,77,1.886490725,Visual,yes,no
stern__a,0.014479949,-0.011706922,0,0,-0.058626813,stern,a,327,2.514547753,Visual,yes,no
stern__n,0,0,0,0,0.083306391,stern,n,327,2.514547753,Haptic,yes,no
forestry__n,0.020091697,0.030089717,0,0,0.018664291,forestry,n,11,1.041392685,Auditory,yes,no
headmistress__n,0.088974827,0,0,0,0,headmistress,n,16,1.204119983,Visual,yes,no
supersede__v,0.02815316,-0.009615736,0,0,0,supersede,v,8,0.903089987,Visual,yes,no
tariffs__n,0,0,0,0,0.082498107,tariffs,n,9,0.954242509,Haptic,yes,no
abdicate__v,0.014218718,0.004212054,0,0,0,abdicate,v,9,0.954242509,Visual,yes,no
wobble__n,0,0.042819052,0,0,0.051853905,wobble,n,30,1.477121255,Haptic,yes,no
organically__r,0,0,0.029141027,0,0,organically,r,8,0.903089987,Gustatory,yes,no
laparoscopic__a,0,0,0,0,0.090497666,laparoscopic,a,NA,NA,Haptic,yes,no
assure__v,-0.012056817,-0.006425856,-0.032634641,0,-0.005001346,assure,v,1021,3.009025742,Olfactory,no,no
sliced__a,0.032824933,0,0.167786957,0,-0.09783459,sliced,a,109,2.037426498,Gustatory,yes,no
marketer__n,0.015425553,-0.051977031,0,0,-0.07747509,marketer,n,1,0,Visual,yes,no
bobble__v,-0.058801531,0.028500958,0.070052619,0,0.031499484,bobble,v,4,0.602059991,Gustatory,yes,no
baseman__n,-0.042726859,-0.003102403,0.005190411,0,0.037985838,baseman,n,30,1.477121255,Haptic,yes,no
tablecloth__n,0.009732747,-0.020433173,0.086560173,0,-0.038265673,tablecloth,n,48,1.681241237,Gustatory,yes,no
atrium__n,-0.003044011,0,0.031874123,0,-0.00452313,atrium,n,36,1.556302501,Gustatory,yes,no
smaller__a,-0.000566798,-0.028670098,-0.008485038,-0.016653618,-0.037239886,smaller,a,680,2.832508913,Visual,no,no
persistent__a,0.004916864,-0.037256888,-0.109339847,0,-0.056402663,persistent,a,132,2.120573931,Visual,no,no
dote__v,0.065402407,0,0,0,0,dote,v,11,1.041392685,Visual,yes,no
telltale__a,0.068532152,0,0.038855352,0,0.01320358,telltale,a,18,1.255272505,Visual,yes,no
closed-caption__a,0.038707432,0,0,0,0.037318569,closed-caption,a,NA,NA,Visual,yes,no
passport__n,0.001135323,0.009040761,-0.095812713,0,0.019135702,passport,n,534,2.727541257,Haptic,yes,no
soviets__n,-0.039213725,0.037321282,0,0,0.005826665,soviets,n,90,1.954242509,Auditory,yes,no
champions__a,0,0.028700767,0.071494841,0,0,champions,a,212,2.326335861,Gustatory,yes,no
misread__v,-0.034454899,-0.044461563,0,0,0,misread,v,44,1.643452676,Gustatory,no,no
low-interest__a,0.084271609,0.020311785,0,0,0,low-interest,a,NA,NA,Visual,yes,no
sodomize__v,0,0,0,0,0.087455389,sodomize,v,4,0.602059991,Haptic,yes,no
tumultuous__a,-0.020867981,-0.031524939,-0.047827781,0,-0.037578391,tumultuous,a,11,1.041392685,Olfactory,no,no
domino__n,0.00442698,0.079692369,-0.046582974,0,0.012737247,domino,n,205,2.311753861,Auditory,yes,no
replying__n,0,0.028700767,0.071494841,0,0,replying,n,7,0.84509804,Gustatory,yes,no
interior__n,0.062996778,-0.104715326,-0.012071018,-0.025965203,-0.004254588,interior,n,267,2.426511261,Visual,yes,no
interior__a,0.005618681,-0.047348137,-0.030941483,0.00958938,-0.042874209,interior,a,267,2.426511261,Olfactory,no,no
pilgrimage__n,0.049769802,-0.037308433,0.009380834,0,-0.002044328,pilgrimage,n,58,1.763427994,Visual,yes,no
blitz__v,-0.043478381,0.010688073,0.006577671,0,0.027646132,blitz,v,64,1.806179974,Haptic,yes,no
deliver__v,-0.035234132,-0.020639589,-0.036811948,-0.028362405,-0.025363694,deliver,v,1446,3.160168293,Auditory,no,no
teenager__n,0.01287198,-0.033862343,-0.011062151,0,-0.003111294,teenager,n,351,2.545307116,Visual,yes,no
welterweight__n,0,-0.005317779,0,0,0.031142986,welterweight,n,18,1.255272505,Haptic,yes,no
lenient__a,0.025712785,0.028353245,0,0,-0.038265673,lenient,a,46,1.662757832,Auditory,yes,no
game-winning__a,-0.040863729,0.014798243,-0.048231438,0,0.051350015,game-winning,a,NA,NA,Haptic,yes,no
addict__n,-0.025393349,0.033029716,-0.082582194,0,0.009018845,addict,n,273,2.436162647,Auditory,yes,no
front-runners__n,0,-0.031678621,0,0,-0.003194646,front-runners,n,NA,NA,Visual,no,no
forth__r,-0.003866117,-0.020783827,-0.05765439,0,-0.019922973,forth,r,804,2.905256049,Olfactory,no,no
pink__a,0.140413467,-0.108996092,0.011996717,0.018959148,-0.043191265,pink,a,1452,3.161966616,Visual,yes,no
addict__v,-0.058656069,0.063244336,-0.038947557,0,0.024369261,addict,v,273,2.436162647,Auditory,yes,no
rational__a,-0.011511229,0.003578903,-0.035138256,0,-0.051588826,rational,a,256,2.408239965,Auditory,no,no
ill-fated__a,-0.042622295,0,-0.035686036,0,0.024742518,ill-fated,a,NA,NA,Haptic,yes,no
cappuccino__a,0.01954918,0,0.120723813,0,0,cappuccino,a,146,2.164352856,Gustatory,yes,no
incoming__a,-0.039213725,-0.022834939,0,0,0,incoming,a,315,2.498310554,Gustatory,no,no
rightfully__r,0,0.023093435,0,0,-0.003819622,rightfully,r,85,1.929418926,Auditory,yes,no
